SolarW,HouseW,BattW,GridW,BattCharge,SolarF,HouseF,BattF,GridF
5.79,1706.8,1710,1.05,96.87,   60,   60,59.99,   60
6.56,1668.8,1610,1.17,96.87,   60,   60,59.99,   60
6.45,1582,1570,0.97,96.87,   60,   60,59.99,   60
5.93,1581.3,1560,1.27,96.87,   60,   60,59.99,   60
5.85,1582.9,1580,1.25,96.87,59.94,59.94,59.99,59.94
6.26,1590.6,1610,1.22,96.87,59.94,59.94,59.99,59.94
6.48,1606.9,1600,0.99,96.87,59.94,59.94,59.99,59.94
5.88,1518.5,1520,1.19,96.86,   60,   60,59.99,   60
5.24,1535.6,1510,1.21,96.86,   60,   60,59.99,   60
5.82,1519.9,1520,1.16,96.86,   60,   60,59.99,   60
6.34,1543.1,1550,1.06,96.86,   60,   60,59.99,   60
6.83,1691.5,1660,0.97,96.86,   60,   60,59.99,   60
6.4,1717.2,1680,1.08,96.86,   60,   60,59.99,   60
5.77,1701.2,1680,1.11,96.86,   60,   60,59.99,   60
6.7,1690.8,1670,0.91,96.86,   60,   60,59.99,   60
6.54,1705.6,1690,0.94,96.85,   60,   60,59.99,   60
5.88,1686.1,1670,0.99,96.85,   60,   60,59.99,   60
6.01,1697.1,1690,1.02,96.85,   60,   60,59.99,   60
6.61,1695,1710,0.83,96.85,   60,   60,59.99,   60
6.62,1702.7,1690,0.86,96.85,   60,   60,59.99,   60
6.1,1709.2,1690,0.92,96.85,   60,   60,59.99,   60
5.79,1685,1680,1.03,96.85,   60,   60,59.99,   60
6.31,1662.1,1630,1.13,96.85,   60,   60,59.99,   60
6.81,1675.7,1700,0.89,96.85,   60,   60,59.99,   60
6.64,1661.6,1650,1,96.85,   60,   60,59.99,   60
5.72,1680.8,1670,1,96.85,   60,   60,59.99,   60
5.98,1696.3,1680,1.05,96.85,   60,   60,59.99,   60
6.5,1654.5,1670,0.91,96.84,   60,   60,59.99,   60
6.42,1692.9,1680,1.05,96.84,59.94,59.94,59.99,59.94
6.09,1650.4,1640,1.08,96.84,59.94,59.94,59.99,59.94
5.74,1667,1670,0.8,96.84,59.94,59.94,59.99,59.94
6.42,1646.1,1640,1.02,96.84,59.94,59.94,59.99,59.94
6.81,1657.4,1670,1.02,96.84,59.94,59.94,59.99,59.94
6.31,1648.5,1630,0.97,96.84,59.94,59.94,59.99,59.94
6.04,1644.7,1650,1.03,96.83,59.94,59.94,59.99,59.94
6.18,1656.8,1630,0.97,96.83,59.94,59.94,59.99,59.94
6.81,1657.6,1670,1.02,96.83,59.94,59.94,59.99,59.94
6.42,1663.8,1640,1.16,96.83,59.94,59.94,59.99,59.94
5.69,1575.1,1570,1.05,96.83,59.94,59.94,59.99,59.94
5.93,1607,1620,1.02,96.83,59.94,59.94,59.99,59.94
6.61,1591.7,1590,1.16,96.83,59.94,59.94,59.99,59.94
6.35,1624.4,1620,0.94,96.83,   60,   60,59.99,   60
5.93,1625.3,1640,0.97,96.83,   60,   60,59.99,   60
5.9,1650.4,1630,0.99,96.83,   60,   60,59.99,   60
6.42,1629,1580,1.1,96.83,   60,   60,59.99,   60
6.48,1582.4,1550,1.13,96.83,   60,   60,59.99,   60
6.09,1576.1,1580,1.13,96.82,   60,   60,59.99,   60
5.76,1579.3,1560,1.22,96.82,   60,   60,59.99,   60
6.29,1555.6,1580,1.22,96.82,   60,   60,59.99,   60
6.64,1572.1,1540,0.83,96.82,   60,   60,59.99,   60
6.23,1545.3,1580,1.16,96.82,   60,   60,59.99,   60
5.88,1582.4,1590,1.35,96.82,   60,   60,59.99,   60
5.96,1575.2,1580,1.02,96.82,   60,   60,59.99,   60
6.59,1602.6,1600,1.02,96.82,   60,   60,59.99,   60
6.64,1605.8,1590,1.06,96.82,   60,   60,59.99,   60
6.15,1630.6,1650,1.02,96.82,   60,   60,59.99,   60
6.13,1566.9,1550,0.94,96.82,   60,   60,59.99,   60
6.9,1640,1650,0.99,96.79,59.94,59.94,59.99,59.94
6.81,1663.3,1650,1.16,96.79,59.94,59.94,59.99,59.94
6.35,1651.7,1630,0.99,96.79,59.94,59.94,59.99,59.94
6.21,1626.6,1620,1.1,96.79,59.94,59.94,59.99,59.94
6.7,1612.2,1600,0.8,96.79,59.94,59.94,59.99,59.94
6.92,1623.4,1590,1.3,96.79,59.94,59.94,59.99,59.94
6.42,1598.7,1590,1.07,96.79,59.94,59.94,59.99,59.94
6.34,1621.6,1630,0.99,96.79,59.94,59.94,59.99,59.94
6.26,1601.3,1590,1.25,96.79,59.94,59.94,59.99,59.94
6.72,1611.5,1630,1.13,96.78,59.94,59.94,59.99,59.94
6.97,1595.7,1580,1.11,96.78,59.94,59.94,59.99,59.94
6.4,1603.5,1580,0.97,96.78,   60,   60,59.99,   60
6.09,1592.1,1590,1,96.78,   60,   60,59.99,   60
6.56,1577.8,1560,0.88,96.78,   60,   60,59.99,   60
6.87,1595,1560,1.04,96.78,   60,   60,59.99,   60
1546.3,1636.3,120,0.86,96.77,   60,   60,59.99,   60
3025.3,1663.8,-1390,0.83,96.77,   60,   60,   60,   60
3413.5,1637.5,-1770,0.77,96.77,   60,   60,60.01,   60
3499.1,1627.7,-1900,0.72,96.77,   60,   60,60.02,   60
3499.2,1658.5,-1820,0.61,96.77,   60,   60,60.02,   60
3499.1,1665.1,-1850,0.55,96.77,   60,   60,60.02,   60
3500,1616.6,-1870,0.58,96.77,   60,   60,60.02,   60
3510.1,1621.5,-1900,0.72,96.77,   60,   60,60.02,   60
3503.2,1593.6,-1900,0.63,96.77,   60,   60,60.02,   60
3512.1,1610.9,-1890,0.5,96.77,   60,   60,60.02,   60
3507,1599.4,-1910,0.59,96.77,   60,   60,60.03,   60
3493,1588.4,-1890,0.77,96.77,   60,   60,60.03,   60
3508.9,1609,-1920,0.77,96.76,   60,   60,60.03,   60
3508.1,1585,-1910,0.8,96.76,   60,   60,60.03,   60
3501.8,1602,-1930,0.67,96.76,   60,   60,60.03,   60
3506.4,1612.4,-1870,0.78,96.76,   60,   60,60.03,   60
3508.9,1587.2,-1920,0.64,96.76,   60,   60,60.03,   60
3509.7,1614.4,-1880,0.75,96.76,   60,   60,60.03,   60
3507.3,1656.8,-1850,0.55,96.76,   60,   60,60.03,   60
3508.4,1642.1,-1860,0.61,96.76,   60,   60,60.03,   60
3516.8,1674.1,-1840,0.75,96.76,   60,   60,60.03,   60
3534.7,1665.2,-1840,0.64,96.76,60.06,60.06,60.03,60.06
3529.6,1614.5,-1920,0.58,96.76,60.06,60.06,60.03,60.06
3510.2,1621.5,-1880,0.59,96.76,60.06,60.06,60.03,60.06
3525.3,1620.4,-1920,0.67,96.76,60.06,60.06,60.03,60.06
3525.2,1630.4,-1890,0.44,96.76,60.06,60.06,60.03,60.06
3517.9,1606.8,-1910,0.67,96.76,60.06,60.06,60.03,60.06
3522.5,1627.9,-1870,0.58,96.76,60.06,60.06,60.03,60.06
3522.3,1640.9,-1900,0.69,96.76,60.06,60.06,60.03,60.06
3519.4,1621,-1910,0.72,96.76,60.06,60.06,60.03,60.06
3532.6,1609.6,-1920,0.67,96.76,60.06,60.06,60.03,60.06
3528.5,1610.4,-1910,0.56,96.76,60.06,60.06,60.03,60.06
3525.9,1602.4,-1920,0.58,96.76,60.06,60.06,60.03,60.06
3529.3,1599.5,-1930,0.5,96.76,60.06,60.06,60.03,60.06
3522,1615.3,-1920,0.56,96.77,   60,   60,60.03,   60
3526.5,1623.5,-1910,0.62,96.77,   60,   60,60.03,   60
3527,1609.6,-1900,0.72,96.77,   60,   60,60.03,   60
3520.3,1631.1,-1900,0.81,96.77,   60,   60,60.03,   60
3527.6,1622.5,-1890,0.78,96.77,   60,   60,60.03,   60
3525.3,1612.2,-1890,0.74,96.77,   60,   60,60.03,   60
3521.1,1610.2,-1910,0.85,96.77,   60,   60,60.03,   60
3527.6,1613.2,-1920,0.94,96.78,   60,   60,60.03,   60
3525.3,1622.1,-1920,0.75,96.78,   60,   60,60.03,   60
3524.4,1624.3,-1910,0.69,96.78,   60,   60,60.03,   60
3527.5,1639,-1890,0.85,96.78,   60,   60,60.03,   60
3523.6,1678,-1870,0.69,96.78,   60,   60,60.03,   60
3527.9,1678.9,-1830,0.72,96.78,   60,   60,60.03,   60
3529.4,1699,-1830,0.64,96.78,   60,   60,60.03,   60
3528.4,1698.4,-1800,0.53,96.78,   60,   60,60.03,   60
3532.9,1713.8,-1830,0.44,96.79,   60,   60,60.03,   60
3532.9,1675.3,-1870,0.47,96.79,   60,   60,60.03,   60
3530.8,1678.5,-1870,0.8,96.79,   60,   60,60.03,   60
3536.8,1677.7,-1870,0.47,96.79,   60,   60,60.03,   60
3537.8,1695.5,-1840,0.72,96.79,   60,   60,60.03,   60
3531.4,1683.6,-1870,0.67,96.79,   60,   60,60.03,   60
3540.5,1678.8,-1860,0.53,96.79,   60,   60,60.03,   60
3533.6,1692.9,-1870,0.72,96.79,   60,   60,60.03,   60
3532.2,1653.7,-1870,0.83,96.79,   60,   60,60.03,   60
3538.9,1622.1,-1910,0.61,96.79,   60,   60,60.03,   60
3538.4,1604.4,-1920,0.86, 96.8,   60,   60,60.03,   60
3533.2,1625.3,-1870,0.63, 96.8,60.06,60.06,60.03,60.06
3541.9,1675.2,-1830,0.44, 96.8,60.06,60.06,60.03,60.06
3539.9,1738.8,-1780,0.64, 96.8,60.06,60.06,60.03,60.06
3538.8,1759.9,-1770,0.39, 96.8,60.06,60.06,60.03,60.06
3542.1,1743.4,-1790,0.48, 96.8,60.06,60.06,60.03,60.06
3540.7,1755.7,-1770,0.55, 96.8,60.06,60.06,60.03,60.06
3541.6,1771.3,-1770,0.61, 96.8,60.06,60.06,60.03,60.06
3541.8,1750.4,-1790,0.45, 96.8,60.06,60.06,60.03,60.06
3536.3,1752.3,-1790,0.66,96.81,60.06,60.06,60.03,60.06
3536.6,1761.8,-1790,0.7,96.81,60.06,60.06,60.03,60.06
3535,1744.8,-1760,0.64,96.81,60.06,60.06,60.03,60.06
3531.8,1786.6,-1780,0.39,96.81,60.06,60.06,60.03,60.06
3534.8,1749.7,-1790,0.48,96.81,60.06,60.06,60.03,60.06
3527.9,1760.2,-1750,0.3,96.81,   60,   60,60.03,   60
3527.7,1777.2,-1780,0.53,96.81,   60,   60,60.03,   60
3532.4,1763.5,-1750,0.39,96.81,   60,   60,60.03,   60
3527.8,1779.2,-1750,0.44,96.81,   60,   60,60.03,   60
3532.5,1766.6,-1780,0.58,96.81,   60,   60,60.03,   60
3527.7,1756.7,-1730,0.33,96.81,   60,   60,60.03,   60
3525.1,1777.6,-1760,0.5,96.81,   60,   60,60.03,   60
3532.9,1749.7,-1760,0.42,96.81,   60,   60,60.03,   60
3531.6,1779.1,-1770,0.5,96.81,   60,   60,60.03,   60
3529.4,1776.1,-1750,0.37,96.81,   60,   60,60.03,   60
3532.4,1781.2,-1750,0.75,96.81,   60,   60,60.03,   60
3530.2,1782.7,-1760,0.53,96.82,   60,   60,60.03,   60
3532.6,1781.7,-1770,0.36,96.82,   60,   60,60.03,   60
3535.6,1768,-1740,0.31,96.82,   60,   60,60.03,   60
3529.8,1811.8,-1720,0.66,96.82,   60,   60,60.03,   60
3538.4,1807.5,-1720,0.47,96.82,   60,   60,60.03,   60
3539.4,1774,-1740,0.63,96.82,   60,   60,60.03,   60
3528.9,1774.6,-1760,0.31,96.82,   60,   60,60.03,   60
3546.7,1784.2,-1790,0.33,96.82,   60,   60,60.03,   60
3553.8,1790,-1770,0.39,96.83,   60,   60,60.03,   60
3536.7,1779.7,-1760,0.52,96.83,   60,   60,60.03,   60
3539.7,1823.9,-1740,0.5,96.83,   60,   60,60.03,   60
3548.3,1799.6,-1740,0.39,96.83,   60,   60,60.03,   60
3553.5,1814.8,-1740,0.58,96.83,   60,   60,60.03,   60
3556.3,1809.7,-1720,0.34,96.83,   60,   60,60.03,   60
3552.3,1813.8,-1750,0.3,96.83,   60,   60,60.03,   60
3558.8,1799.7,-1750,0.42,96.83,60.06,60.06,60.03,60.06
3563.3,1862.3,-1670,0.53,96.83,60.06,60.06,60.03,60.06
3565.6,1852.9,-1720,0.52,96.83,60.06,60.06,60.03,60.06
3552.3,1854.9,-1690,0.47,96.83,60.06,60.06,60.03,60.06
3561.6,1867,-1700,0.17,96.83,60.06,60.06,60.03,60.06
3555.4,1863.4,-1710,0.25,96.83,60.06,60.06,60.03,60.06
3548.7,1897.2,-1680,0.31,96.83,60.06,60.06,60.03,60.06
3554.2,1883.7,-1650,0.52,96.83,60.06,60.06,60.03,60.06
3559.9,1893.2,-1670,0.36,96.84,60.06,60.06,60.03,60.06
3563.4,1903.1,-1650,0.45,96.84,60.06,60.06,60.03,60.06
3564.1,1895,-1660,0.64,96.84,60.06,60.06,60.03,60.06
3566.5,1873.6,-1680,0.41,96.84,   60,   60,60.03,   60
3564.2,1850.8,-1730,0.58,96.84,   60,   60,60.03,   60
3569.3,1811.5,-1750,0.47,96.84,   60,   60,60.03,   60
3564.6,1819.6,-1750,0.53,96.84,   60,   60,60.03,   60
3546.5,1807,-1770,0.45,96.84,   60,   60,60.03,   60
3544.6,1808.6,-1720,0.64,96.84,   60,   60,60.03,   60
3549.8,1803,-1760,0.45,96.84,   60,   60,60.03,   60
3547.1,1812.8,-1740,0.39,96.84,   60,   60,60.03,   60
3549.8,1810.1,-1740,0.66,96.85,   60,   60,60.03,   60
3545,1803,-1740,0.37,96.85,   60,   60,60.03,   60
3553,1810.3,-1790,0.41,96.85,   60,   60,60.03,   60
3555.2,1800,-1750,0.64,96.85,   60,   60,60.03,   60
3547.1,1805.4,-1740,0.33,96.85,   60,   60,60.03,   60
3567.9,1800.6,-1770,0.52,96.85,   60,   60,60.03,   60
3571.2,1807.1,-1750,0.26,96.85,   60,   60,60.03,   60
3567.2,1816,-1830,0.34,96.85,   60,   60,60.03,   60
3580.5,1775.7,-1760,0.56,96.85,   60,   60,60.03,   60
3582,1801.6,-1780,0.31,96.85,   60,   60,60.03,   60
3585.9,1786.2,-1820,0.56,96.85,   60,   60,60.03,   60
3593.1,1796.7,-1790,0.5,96.85,   60,   60,60.03,   60
3584.7,1788.1,-1840,0.44,96.85,   60,   60,60.03,   60
3588.7,1780.9,-1800,0.42,96.86,   60,   60,60.03,   60
3601.4,1816,-1800,0.61,96.86,   60,   60,60.03,   60
3596.7,1784.1,-1840,0.19,96.86,   60,   60,60.03,   60
3602.6,1774.1,-1810,0.42,96.86,   60,   60,60.03,   60
3603.1,1783.8,-1840,0.42,96.86,60.06,60.06,60.03,60.06
3597.9,1779.7,-1830,0.56,96.86,60.06,60.06,60.03,60.06
3602.8,1797.3,-1820,0.36,96.86,60.06,60.06,60.03,60.06
3613.2,1794.8,-1790,0.34,96.86,60.06,60.06,60.03,60.06
3609.8,1801.2,-1850,0.45,96.86,60.06,60.06,60.03,60.06
3616.5,1776.9,-1830,0.45,96.86,60.06,60.06,60.03,60.06
3610.9,1796.4,-1820,0.56,96.86,60.06,60.06,60.03,60.06
3612.6,1774.3,-1830,0.52,96.86,60.06,60.06,60.03,60.06
3630.2,1789.1,-1850,0.48,96.87,60.06,60.06,60.03,60.06
3622.6,1785.8,-1840,0.47,96.87,60.06,60.06,60.03,60.06
3624.1,1770.6,-1870,0.61,96.87,60.06,60.06,60.03,60.06
3630.3,1777.6,-1850,0.59,96.87,60.06,60.06,60.03,60.06
3638.4,1780.2,-1850,0.53,96.88,60.06,60.06,60.03,60.06
3631,1773.5,-1880,0.42,96.88,60.06,60.06,60.03,60.06
3635,1789,-1840,0.36,96.88,60.06,60.06,60.03,60.06
3635.7,1784.6,-1870,0.53,96.88,60.06,60.06,60.03,60.06
3623.6,1769.8,-1820,0.52,96.89,60.06,60.06,60.03,60.06
3629.8,1782.4,-1850,0.5,96.89,   60,   60,60.03,   60
3626.3,1783.5,-1830,0.51,96.89,   60,   60,60.03,   60
3622.5,1803.8,-1810,0.64,96.89,   60,   60,60.03,   60
3622.1,1776.8,-1870,0.64,96.89,   60,   60,60.03,   60
3619.2,1768.2,-1870,0.5,96.89,   60,   60,60.03,   60
3630.3,1766.9,-1880,0.61,96.89,   60,   60,60.03,   60
3629.4,1733,-1910,0.5,96.89,   60,   60,60.03,   60
3608.6,1709.1,-1900,0.55,96.89,   60,   60,60.03,   60
3614.2,1712.6,-1870,0.31,96.89,   60,   60,60.03,   60
3609.9,1717.4,-1890,0.66,96.89,   60,   60,60.03,   60
3607.5,1699.7,-1930,0.42,96.89,   60,   60,60.03,   60
3613.9,1691,-1900,0.61,96.89,   60,   60,60.03,   60
3594.7,1694.7,-1920,0.64,96.89,   60,   60,60.03,   60
3594.5,1692.2,-1870,0.53,96.89,   60,   60,60.03,   60
3599.9,1758.2,-1840,0.41, 96.9,   60,   60,60.03,   60
3599.6,1755.2,-1810,0.5, 96.9,   60,   60,60.03,   60
3607.4,1775.2,-1860,0.36, 96.9,   60,   60,60.03,   60
3606.9,1749.8,-1820,0.44, 96.9,   60,   60,60.03,   60
3599.6,1769.4,-1850,0.53, 96.9,   60,   60,60.03,   60
3612.4,1759.9,-1850,0.28, 96.9,   60,   60,60.03,   60
3613.8,1756.3,-1830,0.23, 96.9,   60,   60,60.03,   60
3602,1760,-1830,0.42, 96.9,   60,   60,60.03,   60
3607.6,1779.5,-1850,0.37, 96.9,   60,   60,60.03,   60
3607.1,1751.7,-1860,0.58, 96.9,   60,   60,60.03,   60
3605.6,1749.5,-1850,0.41, 96.9,   60,   60,60.03,   60
3610.8,1765.4,-1840,0.48, 96.9,   60,   60,60.03,   60
3601.7,1680.3,-1910,0.14, 96.9,60.06,60.06,60.03,60.06
3598.8,1673.2,-1920,0.48,96.91,60.06,60.06,60.03,60.06
3610.8,1688,-1940,0.27,96.91,60.06,60.06,60.03,60.06
3618.8,1650.2,-1980,0.14,96.91,60.06,60.06,60.03,60.06
3615.9,1658.5,-1940,0.55,96.91,60.06,60.06,60.03,60.06
3620.7,1670.8,-1970,0.31,96.91,60.06,60.06,60.03,60.06
3621.1,1638.5,-1970,0.58,96.91,60.06,60.06,60.03,60.06
3614.3,1660.8,-1890,0.44,96.91,60.06,60.06,60.03,60.06
3621.6,1666.6,-1960,0.36,96.91,60.06,60.06,60.03,60.06
3620.4,1656.3,-1960,0.47,96.91,60.06,60.06,60.03,60.06
3607.7,1673.9,-1950,0.39,96.91,60.06,60.06,60.03,60.06
3619.3,1673.7,-1940,0.25,96.91,60.06,60.06,60.03,60.06
3612.9,1667.6,-1950,0.36,96.91,60.06,60.06,60.03,60.06
3617.5,1683.8,-1930,0.15,96.91,   60,   60,60.03,   60
3613.5,1680.9,-1930,0.31,96.91,   60,   60,60.03,   60
3615.1,1670.7,-1960,0.14,96.91,   60,   60,60.03,   60
3627.6,1683.2,-1950,0.34,96.91,   60,   60,60.03,   60
3630.5,1677.3,-1940,0.23,96.92,   60,   60,60.03,   60
3626.9,1665.4,-1970,0.5,96.92,   60,   60,60.03,   60
3635.8,1669.7,-1980,0.47,96.92,   60,   60,60.03,   60
3629.3,1649,-2000,0.14,96.92,   60,   60,60.03,   60
3632.5,1652.3,-1990,0.39,96.92,   60,   60,60.03,   60
3638.5,1643.6,-1980,0.14,96.92,   60,   60,60.03,   60
3633.5,1672,-1950,0.41,96.92,   60,   60,60.03,   60
3637,1644.1,-2000,0.36,96.92,   60,   60,60.03,   60
3644.7,1660.9,-1970,0.31,96.92,   60,   60,60.03,   60
3646.3,1667.8,-1970,0.42,96.92,60.06,60.06,60.03,60.06
3643.1,1682.3,-1970,0.34,96.92,60.06,60.06,60.03,60.06
3642.3,1687.4,-1970,0.41,96.92,60.06,60.06,60.03,60.06
3643.5,1691.2,-1950,0.63,96.92,60.06,60.06,60.03,60.06
3646.7,1707.3,-1950,0.5,96.92,60.06,60.06,60.03,60.06
3655.5,1696.7,-1980,0.31,96.92,60.06,60.06,60.03,60.06
3645.5,1686.8,-1960,0.11,96.92,60.06,60.06,60.03,60.06
3648.1,1679.9,-1970,0.33,96.92,60.06,60.06,60.03,60.06
3656,1665.1,-1980,0.28,96.92,60.06,60.06,60.03,60.06
3653.5,1670.9,-1970,0.59,96.92,60.06,60.06,60.03,60.06
3652.2,1663.9,-2000,0.45,96.92,60.06,60.06,60.03,60.06
3655.4,1645.2,-1990,0.52,96.93,60.06,60.06,60.03,60.06
3649.8,1612.2,-2060,0.33,96.93,60.06,60.06,60.03,60.06
3650.8,1569.6,-2080,0.47,96.93,   60,   60,60.03,   60
3653.8,1582.4,-2060,0.28,96.93,   60,   60,60.03,   60
3646.6,1580.3,-2060,0.5,96.93,   60,   60,60.03,   60
3650.6,1596,-2030,0.47,96.93,   60,   60,60.03,   60
3653.3,1603.1,-2070,0.5,96.93,   60,   60,60.03,   60
3647.5,1604.9,-2030,0.28,96.93,   60,   60,60.03,   60
3652,1613.4,-2020,0.47,96.93,   60,   60,60.03,   60
3650.2,1676.8,-2000,0.39,96.93,   60,   60,60.03,   60
3648.1,1663.9,-2010,0.39,96.93,   60,   60,60.03,   60
3652.5,1674.7,-1990,0.48,96.93,   60,   60,60.03,   60
3651.9,1671.5,-2000,0.34,96.94,   60,   60,60.03,   60
3650.8,1666.7,-2010,0.26,96.94,   60,   60,60.03,   60
3655,1653.5,-2020,0.4,96.94,   60,   60,60.03,   60
3654.4,1653.4,-1990,0.2,96.94,   60,   60,60.03,   60
3653.5,1644.7,-1970,0.25,96.94,   60,   60,60.03,   60
3659.1,1673.9,-2000,0.44,96.94,   60,   60,60.03,   60
3656.5,1653.2,-2030,0,96.94,   60,   60,60.03,   60
3654.3,1667.2,-1980,0.31,96.95,   60,   60,60.03,   60
3663.7,1683.1,-1990,0.52,96.95,   60,   60,60.03,   60
3660.7,1644.3,-2000,0.45,96.95,   60,   60,60.03,   60
3658.7,1676.6,-2000,0.44,96.95,   60,   60,60.03,   60
3664.6,1684,-1970,0.31,96.95,   60,   60,60.03,   60
3659.2,1662.6,-1990,0.34,96.95,   60,   60,60.03,   60
3657.8,1704.2,-1930,0.33,96.95,   60,   60,60.03,   60
3665.1,1723,-1950,0.33,96.95,   60,   60,60.03,   60
3662.2,1677.1,-1980,0.14,96.95,60.06,60.06,60.03,60.06
3662,1706.7,-1960,0.39,96.95,60.06,60.06,60.03,60.06
3665.4,1670.3,-1950,0.58,96.95,60.06,60.06,60.03,60.06
3662.4,1692.9,-1980,0.39,96.95,60.06,60.06,60.03,60.06
3663.4,1679.6,-2010,0.36,96.96,60.06,60.06,60.03,60.06
3664.1,1692.2,-1970,0.28,96.96,60.06,60.06,60.03,60.06
3660.8,1682.2,-1980,0.25,96.96,60.06,60.06,60.03,60.06
3665.8,1699.1,-1950,0.33,96.96,60.06,60.06,60.03,60.06
3660,1701,-1950,0.36,96.96,60.06,60.06,60.03,60.06
3656.1,1711.1,-2000,0.47,96.96,60.06,60.06,60.03,60.06
3660.2,1651.8,-2000,0.33,96.96,60.06,60.06,60.03,60.06
3656.8,1668.8,-1970,0.63,96.96,60.06,60.06,60.03,60.06
3658.9,1675.9,-1970,0.58,96.96,60.06,60.06,60.03,60.06
3660.2,1719.5,-1950,0.3,96.96,   60,   60,60.03,   60
3664,1698.4,-1950,0.25,96.96,   60,   60,60.03,   60
3642.1,1695.9,-1960,0.55,96.96,   60,   60,60.03,   60
3638.1,1677.8,-1970,0.39,96.97,   60,   60,60.03,   60
3639.3,1643.6,-2000,0.39,96.97,   60,   60,60.03,   60
3646.9,1666.7,-1980,0.67,96.97,   60,   60,60.03,   60
3661,1658.4,-2050,0.39,96.97,   60,   60,60.03,   60
3659.5,1641,-2030,0.53,96.98,   60,   60,60.03,   60
3658.9,1648.6,-2050,0.36,96.98,   60,   60,60.03,   60
3663.7,1648.7,-2000,0.41,96.98,   60,   60,60.03,   60
3663.2,1648.1,-2040,0.35,96.98,   60,   60,60.03,   60
3664,1622.1,-2030,0.27,96.98,   60,   60,60.03,   60
3664.8,1645.2,-2000,0.47,96.98,   60,   60,60.03,   60
3659.6,1652.1,-2030,0.22,96.98,60.06,60.06,60.03,60.06
3652.8,1677.9,-1980,0.17,96.98,60.06,60.06,60.03,60.06
3659.4,1688.1,-1970,0.28,96.98,60.06,60.06,60.03,60.06
3667.9,1682.3,-1960,0.45,96.98,60.06,60.06,60.04,60.06
3657.9,1692.4,-1940,0.17,96.98,60.06,60.06,60.04,60.06
3665.4,1708,-1950,0.11,96.98,60.06,60.06,60.04,60.06
3671.5,1699.4,-1950,0.39,96.99,60.06,60.06,60.04,60.06
3668.2,1708.4,-1970,0.31,96.99,60.06,60.06,60.04,60.06
3671.8,1662.4,-2040,0.39,96.99,60.06,60.06,60.04,60.06
3663.2,1673.2,-1960,0.36,96.99,60.06,60.06,60.04,60.06
3663.9,1696.3,-1980,0.31,96.99,60.06,60.06,60.04,60.06
3670.7,1694.2,-1970,0.31,96.99,60.06,60.06,60.04,60.06
3664.7,1747,-1900,0.42,96.99,60.06,60.06,60.04,60.06
3669.9,1760.2,-1920,0.31,96.99,   60,   60,60.05,   60
3671.5,1694.4,-1980,0.17,96.99,   60,   60,60.05,   60
3668.7,1693.7,-1960,0.4,96.99,   60,   60,60.06,   60
3670.8,1660.7,-2010,0.41,96.99,   60,   60,60.07,   60
3674.2,1670.9,-1990,0.5,96.99,   60,   60,60.07,   60
3675.7,1682.4,-1980,0.5,   97,   60,   60,60.07,   60
3672.4,1691.6,-2000,0.56,   97,   60,   60,60.07,   60
3680.5,1666,-1990,0.64,97.01,   60,   60,60.07,   60
3678.6,1659.6,-2000,0.67,97.01,   60,   60,60.07,   60
3668.2,1660.5,-1980,0.42,97.01,   60,   60,60.07,   60
3671.9,1678.4,-1990,0.44,97.01,   60,   60,60.08,   60
3664.3,1681.4,-1980,0.3,97.02,   60,   60,60.09,   60
3667.5,1658.4,-2010,0.31,97.02,60.06,60.06,60.09,60.06
3674.9,1693.9,-2000,0.52,97.02,60.06,60.06,60.09,60.06
3674.2,1711.5,-1980,0.44,97.02,60.06,60.06,60.09,60.06
3672.3,1744.1,-1950,0.25,97.02,60.06,60.06,60.09,60.06
3678.6,1724.8,-1970,0.2,97.02,60.06,60.06,60.09,60.06
3676.4,1684.7,-1990,0.34,97.02,60.06,60.06,60.09,60.06
3670.1,1730.6,-1930,0.2,97.02,60.06,60.06,60.09,60.06
3674.5,1737,-1960,0.4,97.02,60.06,60.06,60.09,60.06
3667,1698.5,-1960,0.48,97.02,60.06,60.06,60.09,60.06
3670,1713.7,-1980,0.33,97.02,60.06,60.06, 60.1,60.06
3676.1,1736.7,-1940,0.2,97.02,60.06,60.06,60.12,60.06
3684.5,1738.9,-1970,0.4,97.02,60.06,60.06,60.12,60.06
3677.4,1699,-1960,0.26,97.02,60.12,60.12,60.12,60.12
3671.1,1748.9,-1910,0.36,97.02,60.12,60.12,60.12,60.12
3671.8,1699.7,-1960,0.17,97.02,60.12,60.12,60.12,60.12
3667.8,1699.1,-1950,0.33,97.02,60.12,60.12,60.12,60.12
3679.6,1743.7,-1960,0.31,97.02,60.12,60.12,60.12,60.12
3685.1,1742,-1960,0.26,97.02,60.12,60.12,60.12,60.12
3678.1,1741.3,-1970,0.34,97.03,60.12,60.12,60.12,60.12
3677.9,1714.1,-1930,0.15,97.03,60.12,60.12,60.12,60.12
3668.7,1757.2,-1930,0.28,97.03,60.12,60.12,60.12,60.12
3671.7,1715.9,-1940,0.41,97.03,60.12,60.12,60.12,60.12
3684.5,1733.5,-1920,0.45,97.03,60.12,60.12,60.13,60.12
3685.2,1768,-1940,0.28,97.03,60.12,60.12,60.14,60.12
3680.4,1712.9,-1980,0.28,97.03,60.12,60.12,60.15,60.12
3675.3,1740.5,-1920,0.01,97.03,60.12,60.12,60.16,60.12
3672.6,1658,-2010,0.55,97.03,60.12,60.12,60.16,60.12
