SolarW,HouseW,BattW,GridW,BattCharge,SolarF,HouseF,BattF,GridF
6.92,1487.3,1470,0.33,96.88,   60,   60,   60,   60
7.39,1467.7,1470,0.66,96.88,   60,   60,   60,   60
6.5,1481.6,1480,0.81,96.87,   60,   60,   60,   60
6.45,1370.1,1380,0.61,96.87,   60,   60,   60,   60
6.45,1371.7,1370,0.58,96.87,   60,   60,   60,   60
7.19,1373.8,1360,0.81,96.87,   60,   60,   60,   60
7.22,1376.1,1370,0.5,96.87,   60,   60,   60,   60
6.59,1377.2,1350,0.56,96.87,   60,   60,   60,   60
6.48,1371.5,1380,0.61,96.87,   60,   60,   60,   60
6.81,1402.2,1400,0.64,96.87,   60,   60,   60,   60
7.64,1419.5,1440,0.42,96.87,   60,   60,   60,   60
6.81,1407.3,1410,0.66,96.87,   60,   60,   60,   60
6.37,1421,1430,0.83,96.87,   60,   60,   60,   60
6.65,1417.2,1410,0.47,96.87,   60,   60,   60,   60
7.41,1420.3,1410,0.5,96.87,   60,   60,   60,   60
7.31,1408.6,1430,0.56,96.87,   60,   60,   60,   60
6.42,1420.2,1410,0.55,96.87,   60,   60,   60,   60
6.45,1430.1,1430,0.5,96.87,   60,   60,   60,   60
7.27,1439.1,1420,0.56,96.87,   60,   60,   60,   60
7.3,1435.1,1490,0.5,96.87,   60,   60,   60,   60
6.7,1505.6,1460,0.64,96.87,   60,   60,   60,   60
6.61,1482.7,1480,0.44,96.86,   60,   60,   60,   60
7.14,1498.1,1500,0.44,96.86,   60,   60,   60,   60
7.55,1482.5,1480,0.64,96.86,   60,   60,   60,   60
7,1480.2,1440,0.47,96.86,   60,   60,   60,   60
6.56,1473.7,1440,0.39,96.86,   60,   60,   60,   60
6.48,1477.6,1460,0.36,96.86,   60,   60,   60,   60
7.17,1463.8,1430,0.64,96.86,   60,   60,   60,   60
7.47,1464.5,1440,0.55,96.86,   60,   60,   60,   60
6.64,1437.5,1440,0.47,96.85,   60,   60,   60,   60
6.39,1458.3,1460,0.28,96.85,   60,   60,   60,   60
6.92,1444.2,1420,0.44,96.85,   60,   60,   60,   60
7.77,1421.1,1420,0.56,96.85,59.94,59.94,   60,59.94
7.06,1400.8,1390,0.48,96.85,59.94,59.94,   60,59.94
6.32,1348.9,1370,0.52,96.85,59.94,59.94,   60,59.94
6.53,1368,1350,0.77,96.85,59.94,59.94,   60,59.94
7.41,1332.9,1340,0.64,96.85,59.94,59.94,   60,59.94
7.44,1355.6,1340,0.64,96.85,59.94,59.94,   60,59.94
6.64,1357,1350,0.45,96.85,59.94,59.94,   60,59.94
6.42,1367.5,1360,0.64,96.85,59.94,59.94,   60,59.94
7.19,1352.8,1360,0.58,96.85,59.94,59.94,   60,59.94
7.55,1359.6,1360,0.41,96.84,59.94,59.94,   60,59.94
6.57,1363,1360,0.61,96.84,59.94,59.94,   60,59.94
6.42,1364.4,1360,0.56,96.84,59.94,59.94,   60,59.94
6.73,1373.7,1380,0.39,96.84,59.94,59.94,   60,59.94
7.31,1407.9,1380,0.5,96.84,   60,   60,   60,   60
7.41,1424.5,1420,0.52,96.84,   60,   60,   60,   60
6.51,1451.3,1420,0.47,96.84,   60,   60,   60,   60
6.39,1434.9,1440,0.55,96.84,   60,   60,   60,   60
7,1455.9,1440,0.53,96.84,   60,   60,   60,   60
7.49,1420.7,1410,0.39,96.84,   60,   60,   60,   60
7.08,1433.4,1440,0.55,96.84,   60,   60,   60,   60
6.37,1422.7,1410,0.64,96.84,   60,   60,   60,   60
6.75,1421.2,1430,0.28,96.83,   60,   60,   60,   60
7.44,1421.8,1400,0.52,96.83,   60,   60,   60,   60
7.42,1391.9,1380,0.5,96.83,   60,   60,59.99,   60
6.87,1410.2,1400,0.59,96.83,   60,   60,59.99,   60
6.68,1418.9,1390,0.42,96.83,   60,   60,59.99,   60
6.92,1400.9,1390,0.66,96.83,   60,   60,59.99,   60
7.77,1391.7,1370,0.42,96.83,   60,   60,59.99,   60
7.12,1380.2,1380,0.77,96.83,   60,   60,59.99,   60
6.64,1409.5,1410,0.58,96.83,   60,   60,59.99,   60
6.76,1401.3,1370,0.55,96.83,   60,   60,59.99,   60
7.12,1395.4,1410,0.47,96.83,   60,   60,59.99,   60
7.44,1410.4,1400,0.44,96.83,   60,   60,59.99,   60
6.98,1408.1,1410,0.55,96.83,   60,   60,59.99,   60
6.7,1408.7,1420,0.5,96.83,   60,   60,59.99,   60
6.67,1381.8,1390,0.58,96.83,   60,   60,59.99,   60
7.49,1396,1370,0.59,96.83,   60,   60,59.99,   60
6.97,1391.1,1410,0.58,96.83,   60,   60,59.99,   60
6.73,1424,1410,0.5,96.83,   60,   60,59.99,   60
6.78,1415,1400,0.69,96.83,   60,   60,59.99,   60
7.66,1412.1,1410,0.69,96.83,   60,   60,59.99,   60
7.17,1405,1430,0.55,96.83,   60,   60,59.99,   60
6.57,1416.4,1430,0.64,96.82,   60,   60,59.99,   60
6.98,1418.2,1400,0.78,96.82,   60,   60,59.99,   60
7.47,1404,1400,0.55,96.82,   60,   60,59.99,   60
7.47,1401.1,1390,0.67,96.82,   60,   60,59.99,   60
6.79,1378.7,1350,0.61,96.82,   60,   60,59.99,   60
6.89,1377.3,1390,0.66,96.82,   60,   60,59.99,   60
7.63,1377.4,1350,0.42,96.82,   60,   60,59.99,   60
6.67,1375.3,1390,0.66,96.82,   60,   60,59.99,   60
6.73,1379.3,1380,0.69,96.82,   60,   60,59.99,   60
7.55,1370.6,1360,0.66,96.82,   60,   60,59.99,   60
7.72,1382.8,1370,0.75,96.81,   60,   60,59.99,   60
6.86,1378.2,1380,0.53,96.81,   60,   60,59.99,   60
7.91,1422.9,1410,0.64, 96.8,59.94,59.94,59.99,59.94
7.55,1414.6,1400,0.39, 96.8,59.94,59.94,59.99,59.94
6.95,1399.8,1380,0.61, 96.8,59.94,59.94,59.99,59.94
6.72,1398.4,1370,0.31, 96.8,59.94,59.94,59.99,59.94
7.5,1398.4,1400,0.77, 96.8,59.94,59.94,59.99,59.94
7.83,1442.4,1440,0.58, 96.8,59.94,59.94,59.99,59.94
7.3,1450.3,1440,0.83, 96.8,59.94,59.94,59.99,59.94
6.9,1430.7,1430,0.75, 96.8,59.94,59.94,59.99,59.94
7.09,1429.9,1430,0.64, 96.8,59.94,59.94,59.99,59.94
7.77,1436.4,1410,0.5, 96.8,59.94,59.94,59.99,59.94
7.71,1395.7,1340,0.61, 96.8,   60,   60,59.99,   60
7.22,1333,1290,0.88, 96.8,   60,   60,59.99,   60
6.97,1295.1,1290,0.75,96.79,   60,   60,59.99,   60
7.28,1302.4,1300,0.8,96.79,   60,   60,59.99,   60
7.58,1283.6,1360,0.75,96.79,   60,   60,59.99,   60
7.36,1384.3,1390,0.45,96.79,   60,   60,59.99,   60
7.2,1375.3,1380,0.72,96.79,   60,   60,59.99,   60
7.17,1375.5,1330,0.61,96.79,   60,   60,59.99,   60
7.41,1349.5,1350,0.52,96.79,   60,   60,59.99,   60
7.58,1374.8,1370,0.28,96.79,   60,   60,59.99,   60
7.14,1366.2,1350,0.45,96.79,   60,   60,59.99,   60
6.81,1358.9,1350,0.58,96.79,   60,   60,59.99,   60
7.23,1390.6,1360,0.53,96.79,   60,   60,59.99,   60
7.56,1375.8,1360,0.72,96.79,   60,   60,59.99,   60
7.67,1378.6,1370,0.69,96.79,   60,   60,59.99,   60
7.14,1386,1370,0.63,96.78,   60,   60,59.99,   60
6.89,1394.8,1350,0.69,96.78,   60,   60,59.99,   60
7.36,1398.4,1390,0.78,96.78,   60,   60,59.99,   60
7.8,1398.1,1380,0.72,96.78,   60,   60,59.99,   60
7.47,1395.8,1390,0.5,96.78,   60,   60,59.99,   60
7.09,1431.2,1400,0.42,96.78,   60,   60,59.99,   60
7.38,1435.8,1430,0.56,96.78,   60,   60,59.99,   60
7.5,1416.9,1400,0.64,96.78,   60,   60,59.99,   60
7.72,1436,1440,0.61,96.78,   60,   60,59.99,   60
7.47,1457,1440,0.36,96.78,   60,   60,59.99,   60
7.2,1435.9,1440,0.53,96.78,   60,   60,59.99,   60
7.17,1462.8,1450,0.5,96.78,   60,   60,59.99,   60
7.64,1425.3,1430,0.75,96.78,   60,   60,59.99,   60
7.86,1441.2,1470,0.8,96.77,   60,   60,59.99,   60
7.44,1427.4,1420,0.75,96.77,   60,   60,59.99,   60
7.35,1428.3,1430,0.53,96.77,   60,   60,59.99,   60
7.44,1452.1,1430,0.44,96.77,   60,   60,59.99,   60
7.77,1413.2,1410,0.69,96.77,   60,   60,59.99,   60
7.61,1431.7,1410,0.47,96.77,   60,   60,59.99,   60
7.47,1413.5,1380,0.61,96.76,   60,   60,59.99,   60
7.22,1423.8,1390,0.69,96.76,   60,   60,59.99,   60
7.5,1409.2,1420,0.72,96.76,   60,   60,59.99,   60
7.77,1408.4,1430,0.47,96.76,   60,   60,59.99,   60
7.36,1425.3,1430,0.44,96.76,   60,   60,59.99,   60
7.36,1370.8,1360,0.84,96.76,59.94,59.94,59.99,59.94
7.33,1341.4,1330,0.64,96.76,59.94,59.94,59.99,59.94
2495.8,1129.8,-1340,0.69,96.76,59.94,59.94,   60,59.94
3369.4,1273.2,-2030,0.17,96.76,59.94,59.94,60.01,59.94
3750.2,1367.3,-2360,0.17,96.76,59.94,59.94,60.02,59.94
3779.3,1402,-2360,0.03,96.76,59.94,59.94,60.03,59.94
3782.7,1453,-2310,0.06,96.76,59.94,59.94,60.03,59.94
3784.5,1468.8,-2290,0.23,96.75,59.94,59.94,60.03,59.94
3783.5,1472.9,-2330,-0.07,96.75,59.94,59.94,60.03,59.94
3789.8,1469.2,-2290,0.04,96.75,59.94,59.94,60.03,59.94
3786.7,1473.8,-2300,-0.11,96.75,59.94,59.94,60.03,59.94
3787.6,1492.5,-2290,0.12,96.75,59.94,59.94,60.03,59.94
3789.4,1506.6,-2270,0.17,96.75,59.94,59.94,60.03,59.94
3785.7,1509.7,-2280,0.17,96.75,59.94,59.94,60.03,59.94
3791.1,1502.6,-2330,0.09,96.75,60.06,60.06,60.03,60.06
3791.9,1479.8,-2330,0.25,96.75,60.06,60.06,60.03,60.06
3784.3,1481.6,-2320,0.09,96.75,60.06,60.06,60.03,60.06
3793.1,1463.9,-2340,-0.05,96.75,60.06,60.06,60.03,60.06
3788.6,1475.3,-2310,0.25,96.75,60.06,60.06,60.03,60.06
3788.1,1477.5,-2300,-0.06,96.75,60.06,60.06,60.03,60.06
3794.2,1472.4,-2310,-0.1,96.75,60.06,60.06,60.03,60.06
3788.1,1465,-2310,0.05,96.75,60.06,60.06,60.03,60.06
3792.5,1412,-2390,0.03,96.75,60.06,60.06,60.03,60.06
3791.9,1381.5,-2410,0.11,96.75,60.06,60.06,60.03,60.06
3790,1417.3,-2360,-0.13,96.75,60.06,60.06,60.03,60.06
3792.6,1415.1,-2370,-0.03,96.75,60.06,60.06,60.03,60.06
3787.8,1389.7,-2380,0.11,96.75,60.06,60.06,60.03,60.06
3790.4,1428.5,-2360,0.23,96.75,   60,   60,60.03,   60
3791.6,1409.6,-2370,0.2,96.75,   60,   60,60.03,   60
3789.6,1381.8,-2400,0.14,96.75,   60,   60,60.03,   60
3791.1,1372.4,-2410,0.19,96.75,   60,   60,60.03,   60
3791.6,1336.5,-2450,0.14,96.75,   60,   60,60.03,   60
3787.2,1357.1,-2450,0.06,96.76,   60,   60,60.03,   60
3795.2,1335.2,-2440,0.17,96.76,   60,   60,60.03,   60
3796.7,1358.3,-2420,0.17,96.76,   60,   60,60.03,   60
3792.8,1364.4,-2430,0.03,96.76,   60,   60,60.03,   60
3798.5,1360.3,-2460,0.08,96.76,   60,   60,60.03,   60
3794.9,1356.3,-2410,0.08,96.76,   60,   60,60.03,   60
3794.7,1392.3,-2420,0.31,96.76,   60,   60,60.03,   60
3801.2,1395.6,-2400,0.28,96.76,   60,   60,60.03,   60
3795.3,1375.8,-2430,0.14,96.76,60.06,60.06,60.03,60.06
3798.3,1377.9,-2430,0.23,96.77,60.06,60.06,60.03,60.06
3798.3,1370.7,-2420,0.3,96.77,60.06,60.06,60.03,60.06
3794,1375.2,-2430,0.12,96.77,60.06,60.06,60.03,60.06
3795.7,1375.4,-2420,0.26,96.77,60.06,60.06,60.03,60.06
3799.8,1372.5,-2410,0.18,96.77,60.06,60.06,60.03,60.06
3792.1,1378.7,-2450,0.26,96.77,60.06,60.06,60.03,60.06
3800,1348.2,-2430,0.06,96.77,60.06,60.06,60.03,60.06
3795.5,1362.1,-2430,0.22,96.77,60.06,60.06,60.03,60.06
3795.2,1373.3,-2430,0.05,96.77,60.06,60.06,60.03,60.06
3800.6,1373.3,-2430,0.09,96.77,60.06,60.06,60.03,60.06
3793.4,1386.7,-2410,0.14,96.77,60.06,60.06,60.03,60.06
3798.6,1405.4,-2390,0.3,96.78,60.06,60.06,60.03,60.06
3798.7,1383.2,-2400,0.23,96.78,   60,   60,60.03,   60
3794.3,1402.9,-2400,0.22,96.78,   60,   60,60.03,   60
3797.5,1385.2,-2420,0.08,96.78,   60,   60,60.03,   60
3797.5,1375.4,-2430,0.01,96.78,   60,   60,60.03,   60
3796.4,1384.1,-2430,-0.02,96.79,   60,   60,60.03,   60
3801.7,1356.3,-2450,0.14,96.79,   60,   60,60.03,   60
3797.1,1366.5,-2450,0.19,96.79,   60,   60,60.03,   60
3801.5,1349.1,-2430,0.28,96.79,   60,   60,60.03,   60
3802.5,1351.6,-2430,-0.02,96.79,   60,   60,60.04,   60
3797.5,1377.4,-2400,0.31,96.79,   60,   60,60.05,   60
3805,1382.9,-2440,0.14,96.79,   60,   60,60.06,   60
3804.7,1386.1,-2380,0.28,96.79,   60,   60,60.06,   60
3799.3,1388.4,-2430,0.25,96.79,   60,   60,60.06,   60
3808.6,1382.5,-2420,0.11, 96.8,   60,   60,60.06,   60
3798.6,1369.7,-2450,0.08, 96.8,60.06,60.06,60.06,60.06
3804.4,1361.5,-2420,0.14, 96.8,60.06,60.06,60.06,60.06
3799.5,1381.7,-2440,0.19, 96.8,60.06,60.06,60.07,60.06
3794.8,1403.4,-2390,0.09, 96.8,60.06,60.06,60.08,60.06
3802.8,1386.5,-2430,0.23, 96.8,60.06,60.06,60.09,60.06
3797.9,1358.1,-2450,0.39, 96.8,60.06,60.06,60.09,60.06
3802.4,1363.5,-2400,0.2,96.81,60.06,60.06,60.09,60.06
3810.9,1416.5,-2390,0.33,96.81,60.06,60.06,60.09,60.06
3807.3,1407.3,-2430,0.33,96.81,60.06,60.06,60.09,60.06
3811.8,1368.8,-2440,0.15,96.81,60.06,60.06, 60.1,60.06
3807,1370.8,-2420,0.25,96.81,60.06,60.06,60.11,60.06
3798.7,1384.6,-2410,0.28,96.81,60.06,60.06,60.11,60.06
3803.3,1378.7,-2440,0.22,96.81,60.06,60.06,60.11,60.06
3804.8,1356.7,-2440,0.31,96.81,60.06,60.06,60.11,60.06
3807,1372.9,-2430,0.03,96.81,60.06,60.06,60.11,60.06
3816.3,1369.5,-2440,0.14,96.81,60.06,60.06,60.11,60.06
3814.2,1353.7,-2450,0.2,96.82,60.06,60.06,60.11,60.06
3803.7,1347,-2440,0.08,96.82,60.06,60.06,60.12,60.06
3803.2,1373.5,-2450,0.09,96.82,60.06,60.06,60.13,60.06
3799.2,1334.1,-2460,0,96.82,60.06,60.06,60.13,60.06
3809.8,1336.1,-2450,0,96.82,60.06,60.06,60.14,60.06
3819.9,1471.1,-2350,0.14,96.82,60.06,60.06,60.14,60.06
3812.6,1508,-2310,0.17,96.82,60.06,60.06,60.14,60.06
3802.4,1526.2,-2280,0.06,96.83,60.06,60.06,60.14,60.06
3802,1455,-2400,0.17,96.83,60.06,60.06,60.14,60.06
3803.4,1379.7,-2460,-0.22,96.83,60.06,60.06,60.15,60.06
3815.9,1481.9,-2340,0.09,96.83,60.18,60.18,60.15,60.18
3818.7,1455.1,-2410,-0.16,96.83,60.18,60.18,60.15,60.18
3810.3,1391.8,-2390,0.15,96.83,60.18,60.18,60.15,60.18
3807.8,1463.6,-2360,0.14,96.83,60.18,60.18,60.15,60.18
3802.9,1442.5,-2370,-0.16,96.83,60.18,60.18,60.15,60.18
3810,1484.7,-2320,0.03,96.83,60.18,60.18,60.15,60.18
3821.1,1508.2,-2360,0.04,96.83,60.18,60.18,60.15,60.18
3814.5,1489.1,-2300,-0.02,96.83,60.18,60.18,60.15,60.18
3806.1,1451.7,-2370,0.14,96.83,60.18,60.18,60.15,60.18
3803.4,1421.1,-2380,0.01,96.83,60.18,60.18,60.15,60.18
3805,1427.9,-2380,0.03,96.83,60.18,60.18,60.16,60.18
3822,1462,-2370,0.12,96.83,60.18,60.18,60.16,60.18
3822.6,1424.7,-2380,-0.06,96.83,60.18,60.18,60.16,60.18
3808.4,1442.7,-2330,0.22,96.83,60.12,60.12,60.16,60.12
3807.2,1431.4,-2360,0.34,96.83,60.12,60.12,60.16,60.12
3807.9,1420.4,-2370,0.23,96.84,60.12,60.12,60.16,60.12
3818.4,1467.2,-2370,0.03,96.85,60.12,60.12,60.16,60.12
3820.1,1450.5,-2360,0.03,96.85,60.12,60.12,60.16,60.12
3804.2,1446.3,-2350,0.08,96.85,60.12,60.12,60.16,60.12
3803.7,1424.8,-2390,0.34,96.85,60.12,60.12,60.16,60.12
3814.7,1463.6,-2340,0.34,96.85,60.12,60.12,60.16,60.12
3820.7,1445.8,-2380,0.06,96.85,60.12,60.12,60.16,60.12
3815.1,1452.5,-2370,-0.15,96.85,60.12,60.12,60.16,60.12
3805.8,1447.5,-2380,0.16,96.85,60.12,60.12,60.16,60.12
3810.5,1427.3,-2370,0.23,96.85,60.12,60.12,60.16,60.12
3820.8,1449.9,-2390,0.16,96.85,60.12,60.12,60.17,60.12
3825.2,1450.5,-2390,0.12,96.85,60.18,60.18,60.17,60.18
3804.1,1447.5,-2360,0.31,96.85,60.18,60.18,60.18,60.18
3806.3,1403.1,-2400,0,96.86,60.18,60.18,60.18,60.18
3825.5,1458.4,-2350,0.29,96.86,60.18,60.18,60.18,60.18
3825.5,1435.6,-2400,0.2,96.86,60.18,60.18,60.18,60.18
3814.2,1355,-2450,0.14,96.89,60.18,60.18,60.22,60.18
3815.9,1341.7,-2500,0,96.89,60.18,60.18,60.22,60.18
3837,1372.6,-2430,0.28,96.89,60.18,60.18,60.22,60.18
3832,1374.5,-2490,0.09,96.89,60.18,60.18,60.22,60.18
3818.1,1360.2,-2460,0.23,96.89,60.18,60.18,60.22,60.18
3825.6,1335,-2450,-0.02,96.89,60.18,60.18,60.22,60.18
3834.9,1377.8,-2460,0.33,96.89,60.18,60.18,60.22,60.18
3827.8,1373.3,-2450,0.25,96.89,60.18,60.18,60.22,60.18
3806.3,1359.9,-2480,0.44,96.89,60.18,60.18,60.22,60.18
3825.7,1345.7,-2480,0.25,96.89,60.18,60.18,60.22,60.18
3839.9,1360.1,-2490,0.47,96.89,60.18,60.18,60.22,60.18
3815.2,1354.8,-2440,0.14,96.89,60.24,60.24,60.23,60.24
3818.9,1329.1,-2480,0.2,96.89,60.24,60.24,60.23,60.24
3840.5,1349.3,-2450,0.17,96.89,60.24,60.24,60.23,60.24
3830.3,1474.6,-2370,0.06,96.89,60.24,60.24,60.23,60.24
3813.4,1465.7,-2380,0.03,96.89,60.24,60.24,60.23,60.24
3827.2,1462.3,-2360,0.15,96.89,60.24,60.24,60.23,60.24
3833.4,1450,-2400,0.14,96.89,60.24,60.24,60.23,60.24
3818.1,1379.5,-2460,0.27, 96.9,60.24,60.24,60.23,60.24
3821.2,1335,-2450,0.18, 96.9,60.24,60.24,60.23,60.24
3834.5,1355.7,-2470,-0.03, 96.9,60.24,60.24,60.24,60.24
3820.6,1360.7,-2440,0.06, 96.9,60.24,60.24,60.25,60.24
3809.8,1319.9,-2520,0.31, 96.9,60.24,60.24,60.25,60.24
3839.5,1361.3,-2450,0.17, 96.9,60.24,60.24,60.25,60.24
3823.3,1353.1,-2470,0.2, 96.9,60.24,60.24,60.25,60.24
3813.6,1313.7,-2500,0.14, 96.9,60.24,60.24,60.25,60.24
3841.1,1388,-2470,0.47, 96.9,60.24,60.24,60.25,60.24
3826.7,1368.5,-2470,0.22, 96.9,60.24,60.24,60.25,60.24
3817.6,1338.1,-2490,0.36,96.91,60.24,60.24,60.25,60.24
3838.9,1373.5,-2480,0.31,96.91,60.24,60.24,60.26,60.24
3828.3,1354,-2460,0.17,96.91,60.24,60.24,60.27,60.24
3824.5,1320.1,-2480,0.33,96.91,60.24,60.24,60.27,60.24
3844.8,1374.1,-2470,0.22,96.91,60.24,60.24,60.27,60.24
3823.2,1370.6,-2430,0.08,96.91,60.24,60.24,60.27,60.24
3820.1,1331.6,-2480,0.12,96.91,60.24,60.24,60.27,60.24
3844.3,1338.4,-2550,0.31,96.91,60.24,60.24,60.27,60.24
3823.8,1313.8,-2490,0.34,96.91,60.24,60.24,60.27,60.24
3830.9,1291.4,-2500,0.39,96.91,60.24,60.24,60.27,60.24
3845.9,1337.6,-2510,0.2,96.91,60.24,60.24,60.27,60.24
3817.1,1414.3,-2370,0.11,96.91,60.24,60.24,60.27,60.24
3825.8,1419.9,-2370,0.06,96.91,60.24,60.24,60.27,60.24
3849.7,1455.8,-2400,0.17,96.91,60.24,60.24,60.27,60.24
3817.6,1429.3,-2380,0.11,96.91,60.24,60.24,60.28,60.24
3839.8,1462.5,-2370,0.03,96.92,60.24,60.24,60.28,60.24
3839.1,1446.2,-2400,0.09,96.92,60.24,60.24,60.28,60.24
3816.8,1336.7,-2500,0.53,96.92,60.24,60.24,60.28,60.24
3845,1393.8,-2470,0.28,96.92,60.24,60.24,60.29,60.24
3828.1,1361.9,-2460,0.06,96.92,60.24,60.24, 60.3,60.24
3823.1,1380.1,-2440,0.19,96.92,60.24,60.24, 60.3,60.24
3848,1409,-2470,0.14,96.92, 60.3, 60.3, 60.3, 60.3
3820.4,1390.3,-2430,0.28,96.92, 60.3, 60.3, 60.3, 60.3
3843.2,1384.1,-2450,-0.08,96.92, 60.3, 60.3, 60.3, 60.3
3837,1399.6,-2440,0.11,96.92, 60.3, 60.3, 60.3, 60.3
3820.2,1391.1,-2460,0.06,96.93, 60.3, 60.3, 60.3, 60.3
3850.3,1416.7,-2420,0.17,96.93, 60.3, 60.3, 60.3, 60.3
3820.8,1405.1,-2440,0.22,96.93, 60.3, 60.3, 60.3, 60.3
3841.6,1361.6,-2440,0.11,96.93, 60.3, 60.3, 60.3, 60.3
3844.1,1426.4,-2400,0.12,96.93, 60.3, 60.3,60.31, 60.3
3819.6,1394.4,-2450,0.14,96.93, 60.3, 60.3,60.32, 60.3
3858.2,1414.5,-2440,0.14,96.93, 60.3, 60.3,60.32, 60.3
3815.1,1408.9,-2420,0.08,96.94, 60.3, 60.3,60.32, 60.3
3844.7,1367.4,-2420,0.06,96.94, 60.3, 60.3,60.32, 60.3
3846,1429.7,-2450,0.31,96.94, 60.3, 60.3,60.32, 60.3
3819.8,1385.8,-2430,0,96.94, 60.3, 60.3,60.32, 60.3
3857.2,1422,-2460,0.11,96.94, 60.3, 60.3,60.32, 60.3
3818.7,1411.2,-2460,0.03,96.94, 60.3, 60.3,60.32, 60.3
3841.5,1397.8,-2430,0.16,96.94, 60.3, 60.3,60.32, 60.3
3829.1,1420.3,-2410,0.19,96.94, 60.3, 60.3,60.32, 60.3
3851.7,1411.7,-2400,0.11,96.94, 60.3, 60.3,60.32, 60.3
3840.3,1430,-2420,0.25,96.94, 60.3, 60.3,60.32, 60.3
3837.3,1398.4,-2390,0.14,96.94, 60.3, 60.3,60.33, 60.3
3855.3,1440.8,-2430,0.04,96.94, 60.3, 60.3,60.34, 60.3
3816,1407.6,-2460,0.2,96.95, 60.3, 60.3,60.34, 60.3
3860.5,1412.2,-2440,0.19,96.95, 60.3, 60.3,60.34, 60.3
3819.4,1400.4,-2440,0.25,96.95, 60.3, 60.3,60.35, 60.3
3846.9,1393.3,-2430,0.28,96.95, 60.3, 60.3,60.35, 60.3
3825.7,1504.2,-2300,0.07,96.95, 60.3, 60.3,60.35, 60.3
3844.8,1460.5,-2340,0.17,96.96, 60.3, 60.3,60.35, 60.3
3843.1,1502.1,-2360,0.05,96.96, 60.3, 60.3,60.35, 60.3
3840.8,1472,-2350,0.22,96.96, 60.3, 60.3,60.35, 60.3
3853.8,1505.4,-2380,0.11,96.96, 60.3, 60.3,60.35, 60.3
3823.4,1476.2,-2500,0.09,96.96, 60.3, 60.3,60.35, 60.3
3864,1331.2,-2530,0.09,96.96, 60.3, 60.3,60.36, 60.3
3816.5,1303.3,-2550,0.33,96.96, 60.3, 60.3,60.36, 60.3
3857.8,1341.1,-2500,0.09,96.96, 60.3, 60.3,60.36, 60.3
3823,1306.1,-2530,0.14,96.96, 60.3, 60.3,60.36, 60.3
3858.2,1309.1,-2500,0.36,96.97, 60.3, 60.3,60.36, 60.3
3820.5,1335.9,-2480,0.14,96.97,60.36,60.36,60.36,60.36
3851.7,1316.8,-2500,0.17,96.97,60.36,60.36,60.37,60.36
3827.5,1317.2,-2530,0.14,96.97,60.36,60.36,60.37,60.36
3836.7,1275.3,-2520,0.34,96.98,60.36,60.36,60.37,60.36
3837.5,1338.1,-2510,0.14,96.98,60.36,60.36,60.37,60.36
3827.4,1284.4,-2510,0.33,96.98,60.36,60.36,60.37,60.36
3841.6,1338.6,-2520,0.08,96.98,60.36,60.36,60.38,60.36
3828.8,1276.1,-2550,0.19,96.98,60.36,60.36,60.39,60.36
3838.9,1344.6,-2510,0.12,96.98,60.36,60.36,60.39,60.36
3840.3,1314.4,-2460,0.42,96.98,60.36,60.36,60.39,60.36
3839.7,1476.3,-2320,0.14,96.98,60.36,60.36,60.39,60.36
3831.5,1510.7,-2270,0.17,96.99,60.36,60.36,60.39,60.36
3851.4,1564.1,-2320,-0.02,96.99,60.36,60.36, 60.4,60.36
3825.5,1494.7,-2340,0.04,96.99,60.36,60.36, 60.4,60.36
3841.6,1535.9,-2310,-0.02,96.99,60.36,60.36,60.41,60.36
3855.5,1406.8,-2380,0.11,96.99,60.36,60.36,60.41,60.36
3831.3,1473.4,-2360,0.06,96.99,60.36,60.36,60.41,60.36
3845.7,1416.7,-2400,0.22,96.99,60.36,60.36,60.41,60.36
3827.5,1455,-2360,0.17,96.99,60.36,60.36,60.41,60.36
3849,1435,-2400,0.36,96.99,60.36,60.36,60.41,60.36
3819,1450.8,-2400,0.17,96.99,60.36,60.36,60.42,60.36
3862.7,1428,-2420,0.2,96.99,60.36,60.36,60.42,60.36
3813.7,1437.6,-2400,0.14,   97,60.36,60.36,60.42,60.36
3865.7,1456,-2410,0.03,   97,60.36,60.36,60.42,60.36
3814.2,1467.7,-2350,0.09,   97,60.36,60.36,60.42,60.36
3855.4,1513.6,-2350,-0.02,   97,60.36,60.36,60.42,60.36
3842.9,1472.6,-2330,0.09,   97,60.42,60.42,60.44,60.42
3829,1511.6,-2340,0.03,97.01,60.42,60.42,60.44,60.42
3858.4,1497.3,-2360,-0.19,97.01,60.42,60.42,60.44,60.42
3827,1491.8,-2450,0.3,97.01,60.42,60.42,60.44,60.42
3867.4,1386,-2440,0.33,97.02,60.42,60.42,60.44,60.42
3818.5,1383.3,-2450,0.31,97.02,60.42,60.42,60.44,60.42
3865.9,1382.3,-2440,0.19,97.02,60.42,60.42,60.44,60.42
3823.2,1374,-2420,0.14,97.02,60.42,60.42,60.44,60.42
3825.8,1407.7,-2460,0.36,97.02,60.42,60.42,60.44,60.42
3864.4,1357.9,-2450,-0.05,97.02,60.42,60.42,60.44,60.42
3818.6,1423.7,-2410,0.17,97.02,60.42,60.42,60.45,60.42
3868,1449.3,-2370,0.17,97.02,60.42,60.42,60.46,60.42
3823.3,1468.2,-2330,0.11,97.02,60.42,60.42,60.46,60.42
